Q ID	T/F question	Focus	URL	Sentence	Supporting (0-2)?
4	Is it true that heat causes an ice cube to melt? 	heat	http://scienceline.ucsb.edu/getkey.php?key=986	An ice cube indeed will melt faster in freshwater than in saltwater, despite the fact that salt lowers the freezing temperature of water and prevents the formation of ice (this effect is called "freezing point depression"; interestingly enough, adding salt to water will also increasing its boiling point as well, called "boiling point elevation", thereby increasing the range of temperature at which water remains in the liquid form).	1
4	Is it true that heat causes an ice cube to melt? 	heat	http://scienceline.ucsb.edu/getkey.php?key=986	As a result, the ice cube cooled off the saltwater immediately around it that it did not with the tap water, and thus the temperature difference between the ice cubes and saltwater was smaller than that with the tap water, and thus the ice cube picked up energy less rapidly by Newton's Law of Cooling.	1
4	Is it true that heat causes an ice cube to melt? 	heat	http://www.planetseed.com/laboratory/how-long-can-ice-cube-last	When heat is transferred to a solid object, such as an ice cube, the temperature of the ice rises.	1
4	Is it true that heat causes an ice cube to melt? 	heat	http://www.planetseed.com/laboratory/how-long-can-ice-cube-last	In order to melt, the ice at the surface of the cube must receive enough heat to bring its temperature up to 0ºC.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	In this activity, students will construct models of the way water molecules arrange themselves in the three physical states.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	Water is special not only because it covers over 70% of the earth's surface, but also because it is the only known substance that can exist in gaseous, liquid, and solid phases within the relatively narrow range of temperatures and pressures found on earth.	2
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	This simple fact accounts for the high heat capacity, surface tension, cohesion, adhesion, and other characteristics that make water so important to the earth's biosphere.	0
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	When water is in its solid state (ice), the water molecules are packed close together preventing it from changing shape.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	When ice is warmed above freezing, it melts and becomes liquid water.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	The third state of water is the gaseous state (water vapor).	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	https://www.ucar.edu/learn/1_1_2_3t.htm	Although we cannot see water in its gaseous state, we can feel it in the air on a hot, humid day.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Water	Water is a liquid at standard ambient temperature and pressure, but it often co-exists on Earth with its solid state, ice; and gaseous state, steam (water vapor).	2
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Water	On Earth, 96.5% of the planet's water is found in seas and oceans, 1.7% in groundwater, 1.7% in glaciers and the ice caps of Antarctica and Greenland, a small fraction in other large water bodies, and 0.001% in the air as vapor, clouds (formed of solid and liquid water particles suspended in air), and precipitation.	2
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Water	Water on Earth moves continually through the water cycle of evaporation and transpiration (evapotranspiration), condensation, precipitation, and runoff, usually reaching the sea.	0
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Water	Water appears in nature in all three common states of matter (solid, liquid, and gas) and may take many different forms on Earth: water vapor and clouds in the sky, seawater in the oceans, icebergs in the polar oceans, glaciers in the mountains, fresh and salt water lakes, rivers, and aquifers in the ground.	2
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Water	Water is a liquid at standard temperature and pressure.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Liquid	Pure substances that are liquid under normal conditions include water, ethanol and many other organic solvents.	1
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://en.wikipedia.org/wiki/Liquid	Note that this is only true under constant pressure, so e.g. water and ice in a closed, strong container might reach an equilibrium where both phases coexist.	0
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://imnh.isu.edu/digitalatlas/hydr/basics/main/chmtxt.htm	Water is unique in that it is the only natural substance that is found in all three states -- liquid, solid (ice), and gas (steam) -- at the temperatures normally found on Earth.	2
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://imnh.isu.edu/digitalatlas/hydr/basics/main/chmtxt.htm	Earth's water is constantly interacting, changing, and in movement.	0
5	Is it true that water is usually found in nature as a liquid, solid, and gas? 	water	http://imnh.isu.edu/digitalatlas/hydr/basics/main/chmtxt.htm	Water freezes at 32° Fahrenheit (F) and boils at 212° F.	1
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://wikieducator.org/Lesson_1:_Forms_of_Energy_and_Energy_Transformations	In this lesson, we are going to look at the forms that energy exists, namely: heat, light, sound, electrical, chemical, nuclear and mechanical.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://wikieducator.org/Lesson_1:_Forms_of_Energy_and_Energy_Transformations	Sound energy may be converted into electrical energy for transmission, and later the electrical energy can be converted back into sound energy at the receiving end.	2
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://wikieducator.org/Lesson_1:_Forms_of_Energy_and_Energy_Transformations	The transformation of one form of energy into another may be accompanied by losses in the form of sound and/or heat that are often not desirable.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://wikieducator.org/Lesson_1:_Forms_of_Energy_and_Energy_Transformations	The electric energy may subsequently be converted into light, sound or kinetic energy in our homes through various household appliances.	1
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://webs.mn.catholic.edu.au/physics/emery/prelim_communication.htm	When we use a mobile phone, sound energy is converted to electromagnetic energy (microwaves – high frequency radio waves) and is transferred from source to receiver via radio transmitters.	2
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://webs.mn.catholic.edu.au/physics/emery/prelim_communication.htm	When we use an ordinary fixed telephone, sound waves cause a diaphragm to vibrate in a magnetic field.	1
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://science.education.nih.gov/supplements/nih3/hearing/guide/info-hearing.htm	Sound represents vibrational energy.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://science.education.nih.gov/supplements/nih3/hearing/guide/info-hearing.htm	The process of converting energy from one form into another is called transduction.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	http://science.education.nih.gov/supplements/nih3/hearing/guide/info-hearing.htm	Many are helped to such an extent that they can carry on a telephone conversation.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	https://documentation.apple.com/en/soundtrackpro/usermanual/index.html#chapter=B%26section=1%26tasks=true	Sounds contain energy in different frequency ranges, or bands.	0
11	Is it true that when a person speaks into a telephone, sound energy is changed mostly into electrical energy? 	electrical	https://documentation.apple.com/en/soundtrackpro/usermanual/index.html#chapter=B%26section=1%26tasks=true	igh-frequency energy beyond the midrange is called treble, and this adds crispness or brilliance to a sound.	0
15	When a baby shakes a rattle, it makes a noise. Is it true that mechanical energy was changed to sound energy? 	mechanical	http://quizlet.com/24502621/psychology-test-2-flash-cards/	they can perceive the difference in words that sound alike and within a month or two infants can discriminate between 3 syllable words	0
15	When a baby shakes a rattle, it makes a noise. Is it true that mechanical energy was changed to sound energy? 	mechanical	http://hubpages.com/hub/How-to-Quiet-a-Noisy-Furnace	Do You Have Rattling in Your Furnace and Ducts?	0
15	When a baby shakes a rattle, it makes a noise. Is it true that mechanical energy was changed to sound energy? 	mechanical	http://hubpages.com/hub/How-to-Quiet-a-Noisy-Furnace	Walk around and listen to see whether the sound is coming from a motor.	0
15	When a baby shakes a rattle, it makes a noise. Is it true that mechanical energy was changed to sound energy? 	mechanical	http://en.wikipedia.org/wiki/Vibration	More often, vibration is undesirable, wasting energy and creating unwanted sound – noise.	0
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.engquest.org.au/students-sm-up.cfm	An example of a fixed pulley would be a pulley at the top of a flagpole (see Diagram 9).	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.engquest.org.au/students-sm-up.cfm	Because of the pulley at the top, the person raising the flag can stand on the ground and hoist the flag by pulling down on the rope.	2
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.engquest.org.au/students-sm-up.cfm	Did you spot the two examples of pulleys in the Simple Machines Animation?	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://schoolmediainteractive.com/view/object/video/10E4ECDBE18EBAC08F1A0D5C11148E96?objt	Simple machines help us do work by increasing force, changing the direction of force, or by changing the speed at which work is done.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://schoolmediainteractive.com/view/object/video/10E4ECDBE18EBAC08F1A0D5C11148E96?objt	Then go out and observe the pulley at the top of the school flagpole.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://schoolmediainteractive.com/view/object/video/10E4ECDBE18EBAC08F1A0D5C11148E96?objt	The six simple machines are: inclined plane, wedge, screw, lever, wheel and axle, and pulley.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://examples.yourdictionary.com/pulley-examples.html	A pulley is one of the original simple machines.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://examples.yourdictionary.com/pulley-examples.html	Flagpoles use pulleys in order to hoist the flag up or to bring it down.	2
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	No one knows for sure if pulleys were one of the simple machines that ancient cultures used to build pyramids.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	A pulley is a simple machine consisting of a string (or rope) wrapped around a wheel (sometimes with a groove) with one end of the string attached to an object and the other end attached to a person or a motor.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	Some common examples are large construction cranes that use pulleys to lift heavy objects with what would normally be a very underpowered motor (see Figure 1), weight machines at a gym, some elevators, flagpoles, window blinds, bicycle rings/chains, clotheslines, water well bucket/rope, zip lines, motors, rock climbing devices, and sailing and fishing boats (see Figure 2).	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	Although this is a helpful and convenient use for pulleys, it has a major limitation: the force you must apply to lift the object is the same amount as if you were just lifting the object without the pulley (which is acceptable for raising a flag, but not helpful enough if trying to raise a pyramid stone).	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://en.wikipedia.org/wiki/Graduated_cylinder	A graduated cylinder, measuring cylinder or mixing cylinder is a piece of laboratory equipment used to measure the volume of a liquid	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://en.wikipedia.org/wiki/Graduated_cylinder	For these reasons, graduated cylinders should not be used to perform volumetric analysis.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	Students learn to measure liquids in a graduated cylinder	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	They will use a container called a graduated cylinder to measure liquids.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	Graduated cylinders have numbers on the side that help you determine the volume.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.webassign.net/sample/ncsugenchem202labv1/equipment/manual.html	Most students are familiar with graduated cylinders, which are used to measure and dispense known volumes of liquids.	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.webassign.net/sample/ncsugenchem202labv1/equipment/manual.html	Measurements made with a graduated cylinder can be reported to three significant figures.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://dl.clackamas.cc.or.us/ch104-02/volume_meas.htm	You should be able to measure the volume of liquids in a graduated cylinder.	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://dl.clackamas.cc.or.us/ch104-02/volume_meas.htm	How precisely you can measure volume depends on the size and type of graduated cylinder you use.	1
